Classification,Patents count,Patent numbers
A61H3,49,"US20230404839, US20240058200, US20240058199, US20240058198, US20240058197, US20240065922, US20240065921, US20240065919, US20240065918, US20240074936, US20240082099, US20240090797, US20240091092, US20240091091, US20240099924, US20240099923, US20240099922, US20240100328, US20240115455, US20240116169, US20240130919, US20240139056, US20240139059, US20240139058, US20240139057, US20240148597, US20240148596, US20240148595, US20240148594, US20240151282, US20240164974, US20240164975, US20240173195, US20240180771, US20240189175, US20240207125, US20240216209, US20240217093, US20240225943, US20240227162, US20240238149, US20240238148, US20240238147, US20240238146, US20240238150, US20240245569, US20240245570, US20240252381, US20240252380"
A61C17,49,"US20230413987, US20230413986, US20240000555, US20240000554, US20240000557, US20240041582, US20240065429, US20240081964, US20240099820, US20240108446, US20240108445, US20240108447, US20240115367, US20240115366, US20240122679, US20240122688, US20240138966, US20240148483, US20240156580, US20240156579, US20240164881, US20240164882, US20240173114, US20240173112, US20240180681, US20240180680, US20240180679, US20240180678, US20240189085, US20240189084, US20240189083, US20240189082, US20240190592, US20240197295, US20240197453, US20240197454, US20240225801, US20240225800, US20240225805, US20240225804, US20240225803, US20240237814, US20240238074, US20240238073, US20240245209, US20240245348, US20240252294, US20240252297, US20240252296"
C01B33,49,"US20230416099, US20240014383, US20240018007, US20240018006, US20240076192, US20240083757, US20240083756, US20240084108, US20240092645, US20240101432, US20240109781, US20240109780, US20240109779, US20240116766, US20240116765, US20240116764, US20240116763, US20240117192, US20240126186, US20240132363, US20240140810, US20240140809, US20240140808, US20240150184, US20240150183, US20240150522, US20240158244, US20240158243, US20240158242, US20240158241, US20240158240, US20240158476, US20240165573, US20240166526, US20240166524, US20240166552, US20240170192, US20240174521, US20240174520, US20240189234, US20240190711, US20240216287, US20240217813, US20240217829, US20240228274, US20240228302, US20240238175, US20240239662, US20240250240"
H01G11,49,"US20230420193, US20240006130, US20240006578, US20240021379, US20240021378, US20240038454, US20240076189, US20240079589, US20240087821, US20240087820, US20240087819, US20240088357, US20240096564, US20240097135, US20240105397, US20240105396, US20240105395, US20240112867, US20240120467, US20240120543, US20240120583, US20240128031, US20240128030, US20240136126, US20240145180, US20240145765, US20240151780, US20240154088, US20240170230, US20240177943, US20240186075, US20240186074, US20240186077, US20240186076, US20240186664, US20240194422, US20240194421, US20240194881, US20240203668, US20240204351, US20240212948, US20240212947, US20240213539, US20240218095, US20240222036, US20240222037, US20240234042, US20240250307, US20240250362"
B65D85,49,"US20240002142, US20240002141, US20240002139, US20240002138, US20240017912, US20240034538, US20240051733, US20240059446, US20240076077, US20240076119, US20240076118, US20240083670, US20240083669, US20240083668, US20240083667, US20240092561, US20240092560, US20240092559, US20240099435, US20240099434, US20240099497, US20240101339, US20240101338, US20240101340, US20240116666, US20240116696, US20240124216, US20240124219, US20240124217, US20240140686, US20240140691, US20240140690, US20240140688, US20240140687, US20240182234, US20240190630, US20240190642, US20240217695, US20240217728, US20240217727, US20240228158, US20240228156, US20240239595, US20240239594, US20240246751, US20240246750, US20240246749, US20240246748, US20240253893"
A63B22,49,"US20240009509, US20240009508, US20240009507, US20240009512, US20240024730, US20240042268, US20240058645, US20240058644, US20240066353, US20240075339, US20240075338, US20240082631, US20240082630, US20240082629, US20240091586, US20240115902, US20240123280, US20240123279, US20240131391, US20240139583, US20240139582, US20240139580, US20240139578, US20240149103, US20240149105, US20240149104, US20240149108, US20240149107, US20240149106, US20240157193, US20240157191, US20240165459, US20240189658, US20240207674, US20240207673, US20240216753, US20240216752, US20240216751, US20240216750, US20240216761, US20240226652, US20240226651, US20240226662, US20240238641, US20240238645, US20240238642, US20240238659, US20240252881, US20240252880"
G01J5,49,"US20240011841, US20240016392, US20240027276, US20240027275, US20240027274, US20240027273, US20240027272, US20240110834, US20240113247, US20240118142, US20240118141, US20240118139, US20240125652, US20240125651, US20240125653, US20240133747, US20240133746, US20240133745, US20240133744, US20240142310, US20240142311, US20240151577, US20240151587, US20240151589, US20240159594, US20240159592, US20240159591, US20240167884, US20240167883, US20240167881, US20240167880, US20240167879, US20240192059, US20240192058, US20240192057, US20240210253, US20240210249, US20240210248, US20240230418, US20240230416, US20240240987, US20240240989, US20240240988, US20240240990, US20240240991, US20240243160, US20240247423, US20240248029, US20240255354"
C12M21,49,"US20240026263, US20240026261, US20240026260, US20240026259, US20240026258, US20240026257, US20240043779, US20240067909, US20240067908, US20240084232, US20240093133, US20240093132, US20240101942, US20240101941, US20240110137, US20240110136, US20240110135, US20240124815, US20240124814, US20240124813, US20240124825, US20240124835, US20240132817, US20240132816, US20240132818, US20240132837, US20240141270, US20240141269, US20240149238, US20240150692, US20240150690, US20240158728, US20240158727, US20240161291, US20240166980, US20240166979, US20240182835, US20240200013, US20240209297, US20240218412, US20240228922, US20240228924, US20240228923, US20240228926, US20240228925, US20240228952, US20240240150, US20240246128, US20240247215"
A23J3,49,"US20240032564, US20240074457, US20240074456, US20240074455, US20240074454, US20240081372, US20240090531, US20240090530, US20240108027, US20240108026, US20240114923, US20240114922, US20240114921, US20240114920, US20240122208, US20240122207, US20240130399, US20240130398, US20240130397, US20240130396, US20240130395, US20240148025, US20240148024, US20240148023, US20240156128, US20240156127, US20240164406, US20240164405, US20240164404, US20240180197, US20240180196, US20240180195, US20240180194, US20240180193, US20240180192, US20240188587, US20240188586, US20240188605, US20240196940, US20240206497, US20240206509, US20240215612, US20240215611, US20240215610, US20240215609, US20240225045, US20240237674, US20240237673, US20240251822"
A61K6,49,"US20240041704, US20240043317, US20240065946, US20240065945, US20240065944, US20240074946, US20240074945, US20240076230, US20240076304, US20240091107, US20240099942, US20240099941, US20240108555, US20240108554, US20240117091, US20240122815, US20240122814, US20240130933, US20240130934, US20240139075, US20240139078, US20240139077, US20240148614, US20240148613, US20240156688, US20240164996, US20240164995, US20240164994, US20240164993, US20240173213, US20240173212, US20240173211, US20240180790, US20240180789, US20240189075, US20240189196, US20240189195, US20240190778, US20240197575, US20240197577, US20240197576, US20240207142, US20240207141, US20240216229, US20240216228, US20240225962, US20240238167, US20240245585, US20240245584"
B60P3,49,"US20240051502, US20240067073, US20240075985, US20240083226, US20240083332, US20240083331, US20240083330, US20240097611, US20240101016, US20240101015, US20240108130, US20240109005, US20240109471, US20240117666, US20240123894, US20240123893, US20240140297, US20240140330, US20240141660, US20240149776, US20240157866, US20240166119, US20240166117, US20240166116, US20240169307, US20240174159, US20240174158, US20240174160, US20240175287, US20240181976, US20240188492, US20240190328, US20240190329, US20240190686, US20240191521, US20240198887, US20240199177, US20240199186, US20240200863, US20240208395, US20240211707, US20240217423, US20240227657, US20240227655, US20240239258, US20240239257, US20240246472, US20240246471, US20240246474"
B66F9,50,"US20230406684, US20230406682, US20230416063, US20240067511, US20240083725, US20240092620, US20240092619, US20240101402, US20240101401, US20240109760, US20240124284, US20240132163, US20240132333, US20240140769, US20240140768, US20240150159, US20240150160, US20240158215, US20240161593, US20240166483, US20240174439, US20240174499, US20240182282, US20240182283, US20240182284, US20240184295, US20240191446, US20240199396, US20240199395, US20240199394, US20240199393, US20240199398, US20240199397, US20240208592, US20240208783, US20240208782, US20240208785, US20240212402, US20240217796, US20240217795, US20240217792, US20240227951, US20240228249, US20240228248, US20240239638, US20240239637, US20240240658, US20240246797, US20240246800, US20240246799"
B64D27,50,"US20240002066, US20240002064, US20240002062, US20240002061, US20240076050, US20240076049, US20240082611, US20240083590, US20240092494, US20240092493, US20240092492, US20240092491, US20240092511, US20240116645, US20240116644, US20240116640, US20240117829, US20240123385, US20240132212, US20240132221, US20240132220, US20240132223, US20240157808, US20240158091, US20240162459, US20240166360, US20240166359, US20240199218, US20240199217, US20240208657, US20240217353, US20240217665, US20240217670, US20240228036, US20240228048, US20240239500, US20240239499, US20240239509, US20240246690, US20240246687, US20240246686, US20240246684, US20240253798, US20240253797, US20240253796, US20240253795, US20240253794, US20240253793, US20240253792, US20240253791"
F01D25,50,"US20240003266, US20240003262, US20240060459, US20240068382, US20240077000, US20240076998, US20240093645, US20240093695, US20240102390, US20240110492, US20240125250, US20240125249, US20240125248, US20240133318, US20240133316, US20240141803, US20240141802, US20240141806, US20240141805, US20240141804, US20240151155, US20240151156, US20240151160, US20240151158, US20240151157, US20240151181, US20240151266, US20240151267, US20240151271, US20240167396, US20240167394, US20240167388, US20240175378, US20240175398, US20240176322, US20240183287, US20240198465, US20240200467, US20240200462, US20240209753, US20240209752, US20240218808, US20240229688, US20240229741, US20240230322, US20240240574, US20240240573, US20240254894, US20240254895, US20240254896"
F16K11,50,"US20240003430, US20240003429, US20240003425, US20240035581, US20240035580, US20240035579, US20240084904, US20240084903, US20240093793, US20240102562, US20240102561, US20240117888, US20240117886, US20240117883, US20240133472, US20240133470, US20240142008, US20240142006, US20240142004, US20240151248, US20240151314, US20240151312, US20240159322, US20240159321, US20240175501, US20240175500, US20240175512, US20240180292, US20240183455, US20240183463, US20240183469, US20240191806, US20240191805, US20240191814, US20240200672, US20240200670, US20240200669, US20240218939, US20240218936, US20240218935, US20240226797, US20240229946, US20240229945, US20240229944, US20240229943, US20240229942, US20240240722, US20240240721, US20240255063, US20240255062"
